text,sentiment
"Demokrat: Aneh, Kasus Jiwasraya Hanya Dibentuk Panja  https://t.co/YRSXZ6mfyL  Anggota @FPD_DPR  Herman Khaeron menyayangkan DPR hanya membentuk Panja. Sementara kasus yang dugaan kerugian negara lebih kecil seperti kasus Pelindo II malah dibentuk Pansus.   #Jiwasrayagate https://t.co/a0ABhbqQCP",negative
23 Januari 1949 Siti Hardiyanti Rukmana lahir di Jakarta. Cerita Mbak Tutut meminta proyek pembelian senjata namun ditolak Kepala Staf Umum ABRI. https://t.co/Y02xCLoND0,netral
Yasonna Laoly dan Firli Bohongi Publik demi Lindungi Koruptor https://t.co/pwSVk38u86,negative
"Sahh.. Yang sepakat RT gaess  Ketua Demokrat: Dari Sudut Manapun, Menkumham Pantas Diberhentikan https://t.co/hr6PNMARZZ lewat @idtodayco",netral
"@AREAJULID Fanatik politik, perkelahian selebgram, base akun alter",negative
@willsarana Manusia itu makhluk mulia.. eh ini malah ngaku2 sebagai binatang... dasar dungu..!!!,negative
"Gatau kenapa, ini cuma d gue apa d semua juga gini.  Gara2 twitter gue banyak belajar. Belajar memahami teman, diri sendiri, pasangan, sex edu, kekecewaan orang lain, sains, kesehatan, skin care dan makeup, seni, sampe soal agama begini juga gue dpt. Kecuali politik, gue males. https://t.co/djw6qxN7t4",positive
Universitas Sumatera Utara - Fakultas Ilmu Sosial &amp; Ilmu Politik💕  #Agnation #BestFanArmy #iHeartAwards https://t.co/RdrV5itoi2,netral
"@precariat_sweat Sampai sekarang aku percaya kalau ada ""konspirasi"" yg sengaja bikin orang2 tetep miskin &amp; bodoh, buat jadi servant, dieksploitasi tenaganya, gampang diambil kekayaan alamnya, dan dimanfaatkan buat politik &amp; kepentingan2 lainnya.",negative
@habibthink mengaharamkan politik,netral
"47. PLTA kurang berkembang karena masalah birokrasi, koordinasi, promosi dan kemauan politik untuk mengembangkan industri di luar Jawa.",negative
@RD_4WR1212 @ken_mrizal @GusNadjib Demokrasi tanpa partai politik..❓ DARI SITU AZZA UDAH KETAHUAN DIA ITU TOLOL DAN MEMPERTONTONKAN KETOLOLANNYA YG TEMURUN😅😅😅,negative
"23 Januari 2018 Daoed Joesoef meninggal dunia. Ini warisannya ketika menjabat menteri pendidikan dan kebudayaan: normalisasi kehidupan kampus, mahasiswa dilarang berpolitik. https://t.co/kBjJaCMLVy",netral
Hari ini saya &amp; teman2 @psi_id akan launching buku yang berisi tulisan-tulisan kita terhadap situasi politik Indonesia &amp; peran PSI. Semoga manfaat. https://t.co/mMX2TSBHxf,positive
"33. Perlu peningkatan kualitas aturan hukum, stabilitas politik, kepastian regulasi, sistem birokrasi dan informasi di lingkungan ESDM dan koordinasi antar institusi terkait (Kementerian Keuangan, Kementerian ESDM, Bappenas,",positive
"MEGAWATI Seokarnoputri adalah icon perjuangan perempuan Indonesia jauh sebelum Reformasi digulirkan. Putri dari Sang Proklamator Sukarno itu memilih berjuang melalui politik, meskipun dilaluinya dg ‘berdarah-darah’ di masa Orde Baru.  #UltahBuMega   https://t.co/N5Y98kXYnD",positive
"Anwar pun sedia jumpa Hadi, jawab isu 'susunan politik baru' https://t.co/oJKuHz6p3g",netral
@FerdinandHaean2 Tokoh tokoh politik gusar takut kedinginan  Kalu anis jadi capres  Kenapa???? Dulu anis berlawanan dg partai pengusungnya waktu 2014 Lalu ditarek setelah dipecat jadi mentri oleh partai yg berlawanan dg anis di 2014 Nyatanya partai mengusung anis berhasil.,positive
Rausah mabok ngurusi politik wae wes ngelu !!!,netral
"Pilkada Riau, Parpol Mulai Saling Klaim Kemenangan | Politik - Gatra https://t.co/uxlzLpWajm https://t.co/25jngc5ceB",netral
"Namanya lawan politik pastilah mencari kesalahan2 lawanya, tapi Tuhan itu tidak tidur, Ia yang mengangkat Ia juga yg menurunkan. Sekuat apapun kalian berusaha menjatuhkan jokowi tidak akan bisa kalau Allah tdk berkehendak.   #tetapjokowi  #JokowiMaruf2019  #Jokowi2Periode",positive
"@hrdbacot @PNS_Ababil Tapi kan seumur hidupnya bakal jadi guru ""doang"", ngga mentereng kek pejabat struktural. Eits, jangan salah. Guru sbg Jab. Fungsional tetap bisa jadi Jab. Struktural, entah karena kualifikasi, kebutuhan, atau faktor politik. Mantan bos saya di kepegawaian tadinya guru loh 🙃🙃🙃",positive
"@V3lias @zarazettirazr Ini aparatnya gak masuk dunia politik, gayanya udah kaya koboi... Kebayang mengapa aparat haram masuk dunia politik dan meninggalkan pos2 yg menjadi tupoksinya..  Bisa ditebak...hancur ini negara, presidennya cuma boneka, partainya diisi oleh perampok",negative
Jangan percaya orang yang bilang: - aku mesum gini cuma ke kamu kok - cinta kan gak harus memiliki - kamu terlalu baik buat aku - saya tidak akan melakukan politik dinasti,positive
@SirianaGde @DonAdam68 @msaid_didu @panca66 @RasyidDemokrat @ILCtv1 Makanya mrk bikin KPK tdk bertaji spy mrk bebas loby proyek krn sdh masa jabatan terakir jokowi.kesempatan kumpul harta sebyk mungkinl.parpol khususnya pdip cari proyek sebyk mungkin.seperti Golkar wkt resim soeharto.maka elit politik golkara kaya raya fakta  demikian pdip sama.,netral
"Selain sbg politikus juara, ibu Mega juga jago bikin masi goreng looh.. Pak prabowo aja sampai nambah.  Nasi goreng bu Mega mampu meruntuhkan kegarangan ""macan asia"" 😃 Selamat #UltahBuMega   Ampuhnya Politik Nasi Goreng ala Megawati... https://t.co/39kSCR5hlV",positive
Seru nih.. kontraktor revitalisasi monas vs @psi_id  https://t.co/6wlgy6UmvW,netral
Politik + Rasuah. #MoneyGame,netral
@helmifelis Beliau sesepuh tanjung priok.orang priok pemaaf bang.sory bang jangan dibawa2 politik praktis.saya jg orang priok.mau apa lu gw demo jg🤭,negative
"Astagfirullah  Ternyata ohh ternyata... Masjid kau pake Bermaksiat Politik, Kau plintir2 kau jual agama utk kelabui umat, kau gadaikan Agama demi Kekuasaan di Pilkada DKI beberapa waktu lalu. #4niesSangManipulator https://t.co/N1nZqh49Sz",negative
"@Negev52031680 Sy harap lo baca sejarah dr dua perspektif biar gak bias.   Urusan politik kekuasaan yg bengis tentu jauh dari ajaran Muhammad. Bahkan saat lo yakin Isa ajarannya begitu mulia, tp tentara salib banyak lakukan tindakan bengis. Contoh gampangnya itu.",netral
"LPG 3kg Naik, Pengamat: Rakyat Sudah Jatuh, Tertimpa Tangga Pulak #Elpiji #Gas Melon #RepublikMerdeka https://t.co/iLh0Zp4I6u",negative
23 Januari 1946 Letkol Singgih menerima informasi intelijen bahwa tentara Belanda telah menduduki Parung dan akan bergerak ke Lengkong. Langkah apa yang diambil Singgih selaku komandan Resimen IV TKR Tangerang? https://t.co/t9AhQwbqDp,netral
Belum sampai sebulan tahun 2020 macam² virus dah menyerang kita masih sibuk gaduh hal politik.,netral
ketua umum partai partai politik indonesia  Halu https://t.co/bPVdanD8gd,netral
"Apakah bole yg kuliah di jurusan politik/pemerintahan gasuka sama hal itu? Soal'e aku benci liat politik di negara ini, gajelas bet sumpah. Kek gaguna jadi pandai etapi kalah sama sarjana sosmed.  Mending pinter ngerebut hati camer",negative
"Ketua Demokrat: Dari Sudut Manapun, Menkumham Pantas Diberhentikan #BongkarSkandalKPU #YasonnaLaoly #RepublikMerdeka https://t.co/x5icZXDlnV",netral
"23 Januari 1948 Diselenggarakan pemungutan suara di 2.000 desa. Hasilnya, 90,82 persen suara mendukung pembentukan Negara Madura. https://t.co/QMjxlTZqSR",positive
Tak delok piye lanjutane....wingi wingi kayong lantang bersuwara ini drama dlm negri yg penuh misteri.....semoga NU dipimpin oleh orang yg amanah..... ( ojo melu politik kejeron lah yen bisa ) https://t.co/hXs22ntuPC,positive
1. Dilarang mengirim menfess yg berisi SARA &amp; politik 2. Dilarang mengirim menfess yg berisi rumor/hoax 3. Dilarang mengirim menfess yg mengandung keributan atau ketidaknyamanan 4. Dilarang membahas artis dari luar souhit 5. Dilarang mengirim konten ship,positive
"Pandangan politik ini udah diadopsi dan diaplikasikan di banyak negara. Biasanya semakin maju suatu negara, awareness-nya semakin tinggi.  Sebagian besar peneliti ilmu sosial memegang teguh ideologi ini, terutama mereka yang membahas isu ras, gender, dan semacamnya.",netral
"@sandalista1789 Si budi mau debat politik,ideologi atau apalah,di bikin kayak lg berpuitis.yg ditekanin kosa kata mulu,klu dia punya nalar kosa kata bukanlah soal.saking puitisnya sampe kluar istilah bola salju api..wizzzz",netral
@MukhtarLuthfi11 @SetiaAdy_p @MOMDian2 @RudyPRONKRI @Ningnon11392644 @evisuryanti10 @Edward_1smail @Jokoumb64504158 @ANDRE_OCTA_ @felixaaf1 @IshakSP2 @RizkiR4madani @sandyis5 @HettyyNk @Usep210 @yasser_fadilah @Mulia07094480 @dian_ibunda @PetrusBun @SultanAnjar @Arieamy3 @TheEndTri1 @gimbal_keren @JohnIrwan4 @GendengHrs @73hermantjoe @irfanudinmoh3 @Zulfika35354359 @babegalak1 @Iqbalkuntoro1 @eddies_song @TukangMu @demartinnie @AnkyOsama @zaenalkase03 @01_commando @denni_loyz @periani @tiluseptember @arifsamsul_ma @permadiaktivis @AmbarwatiRexy @heinz_spack @HotVeronica93 @kavitaluxi1500 @616Jordanp69 @GirlsonlySandra @KendraGirlsonly @GimbakB Iya pokoke nek  Arep #malamjumat  Aja bahas politik Bahas gedang gandul apem bae Wkwkwk,negative
@edbertgani Itu  sangat menghibur tau! Dari pada nayangin dagelan politik.,netral
Pacar gue :  IT ✅ Politik ✅  Bisnis ✅  haduh pusing gimana ga makin sayang.,netral
"Partai PKB punya Hajat nyata untuk Masyarakat Rakyat Bangsa Indonesia.Yg Aku Tau blum pernah ada Partai Politik ( PARPOL )SeDunia bisa Kumpul seperti ini,Baru PKB yg bisa melangkah Jauh dan Sebagai Tuan Rmh Para Parpol seDunia di Yogyakarta.Selamat &amp; SUCSES Khusus PKB https://t.co/f1NLpYEsbZ",positive
Lebih susah memasang segel KPK line di kantor partai politik dibanding kantor lembaga resmi yg ada dlm konstitusi seperti kantor KPU RI... @donalfariz *Peneliti ICW  Apa yg terjadi ???@KPK_RI   #BongkarBorokBUMN https://t.co/8EkQA9gqi1,netral
"Anaks Trotoar Merah ini perlu belajar banyak sebelum bertindak. Dan ,,, gantilah jargon kalian sbg ANJING penjaga ! 😂   *Tidak Terima Dituduh, Kontraktor Revitalisasi Monas Tantang @psi_id #RevitalisasiMonas @marlina_idha https://t.co/W4vnSsFs74",negative
"Terimakasih kepada awak media serta elite politik, kaum intelek dan netizen yang tak merespon perihal hal kekopongan akal yang sedang terjadi saat ini.",positive
"mohon maaf sbelumnya Yg Mulia Bpk Presiden @jokowi , disamping Pembangunan Fisik dimana2 yg luar biasa bpk kerjakan, Kami Rakyat yg Beragama Non Muslim juga sgt memerlukan Stabilitas Politik, Hukum, Keamanan. Sampai kapan gerakan Intoleransi yg masif terjadi dimana2 itu diBasmi? https://t.co/jvXGA6ISaT",positive
@mepetkiri Gak ada kawan ataupun lawan abadi dalam politik.,positive
"Bermain politik yang baik untuk kemaslahatan manusia bukan segelintir manusia.  Banyak yang main politik atau memainkan politik sedemikian rupa,tapi dia lebih memilih diam dan memanipulasi politik nya itu di kemas sedemikian rupa agar tak terlihat  Aristoteles berbicara demikian.",netral
"PSI tak gentar. Ancaman, teror, terus diarahkan para lawan politik PSI. bukan lagi  psy war, ancaman fisik pun nyaris dialami William.  PSI goyah. PSI bertekad terus membongkar kebusukan para mafia anggaran. @PSI_Jakarta @andrewenas @dprddkijakarta https://t.co/Om61GKm5bg https://t.co/p3A8bghDxD",negative
@Jadugquwat @juni_irene Tapi kalau bahas politik...blm lama aku mau dilempar kursi 😥,negative
PRESIDEN HEBAT  - Menaikkan Produk Domestik Nasional - Melakukan Lompatan Ekonomi Hingga Menduduki Peringkat 16 Besar Dunia - Mencanangkan 2023 Menjadikan Negaranya Menjadi Kekuatan Ekonomi &amp; Politik Nomor 1 Di Dunia - Punya Salah 1 Bandara Terbesar Dengan Kap 1260 Pesawat/Hari,positive
"Megawati Soekarnoputri merefleksikan perjalanan politik yg telah ia tempuh selama 47 tahun partai berdiri :  ""Kegembiraan, kepedihan, kemajuan2, harapan2, kekecewaan, rasa unggul, pahit, getir, manis, cemas, letih, semua sdh kita alami..  #UltahBuMega  https://t.co/iMhXbgMgMI",positive
Pak @Edhy_Prabowo Disinggung nih sama media istana https://t.co/UqZybEFIP2,netral
Muktamar politik belakang tabir https://t.co/CLVR4fxXXd,netral
Jika aku punya pasangan akan kuajak berdiskusi di tengah malam dengan tema urgensi pendidikan politik dan militansi bagi anak usia dini di era disrupsi. Pasti seru!!,positive
"@handokotjung kalo gue,gue jd tau gmn cara org itu lg ngerjain suatu pekerjaan yg sebenernya kita gatau mrk ngelakuinnya kyk gmn. Contoh ni pekerjaan dokter,org” yg ada di dunia politik, org” yg ada di dunia media,dll. Coba film indo bisa dicontoh ambil positifnya,bkn malah isinya berantem aje",positive
"2. Media sangat tergantung pd sumber elit politik, krn keahlian &amp; jabatan mrk dlm struktur politik. Akibatnya, ada kemungkinan media menjadi alat politik para elit. Indexing. (2/2)",positive
"Pemberitaan politik setidaknya punya 2 kecenderungan: 1. Media cenderung meliput sisi konflik dr politik, daripada sisi kerja sama dng dasar nilai berita. (1/2)",positive
"Agama x politik jadinya gini nih, heleeeh",netral
Ruwaq Jawi tak perlu diiktiraf oleh parti politik yang menggunakan nama Islam. Cukuplah sudah diiktiraf oleh ulama’2 Azhar dan nusantara (kecuali dewan ulama’ PAS).,positive
"23 Januari 1950 Pasukan Angkatan Perang Ratu Adil (APRA) bentukan Kapten Raymond Westerling menyerang TNI di Bandung, Jawa Barat. https://t.co/oOxNX6QITD",negative
"23 Januari 1967 Majalah Josei Jishin melansir surat-surat Sukarno dan istrinya, Ratna Sari Dewi. Isinya membuat syok. https://t.co/VpVQH79cAK",netral
Kerajaan keraton agung sejagat &amp; kerajaan sunda empire seakan memberikan sinyal bahwa akan ada pertarungan antara jawa dengan sunda dalam hal politik pilpres 2024.,negative
"⚫BERTAHALLUL SIYASSI DENGAN PIHAK YANG TAK SEBULU⁉️🤔  Ustaz AMANAH : kenapa taknak bekerjasama dengan orang liberal, sekular, munafiq ataupun kafir untuk dapatkan kuasa politik atau untuk jatuhkan musuh?  Ustaz PAS... https://t.co/VNwTtuoa6w",negative
"@zarazettirazr pak prabowo lg jalankan politik taqiyah,,, 2024 jd presiden, baru diberesin semuanya",positive
"@Rita8213 @detikcom Anda harus tau bagaimana kondisi dan realita kebebasan berpendapat di era skrng ini bagaimana.  Dah yaa cape ngurusin buzzer kek lu, cuma jd sampah di pentas politik.",negative
"Politik jadi pembahasan paling aku hindari di kantor. Tapi udah dua minggu ini sering banget di kantor denger kalimat ""gue sih jujur aja emang milihnya yang itu kemarin, tapi kalau kondisinya udh begini sekarang yaaa gue banting stir lah""",positive
@DsSupriyady @juni_irene Klo dah politik ganas bang? 🤣🤣🤣,netral
"Ketika publik jengah dgn TV Swasta Nasional yg menayangkan Sinetron Azab &amp; tayangan perdebatan politik yg “memuakan”, TVRI hadir menjadi salah satu pilihan dgn tayangan sepakbola.  Koq malah dianggap merusak jati diri bangsa.  Dewasnya aja yg bangsat.",negative
Hidayat Nur Wahid Komentari Ditolaknya Laporan Dugaan Korupsi Anies Baswedan https://t.co/v1FKhtEDKl https://t.co/11sxzMFOqe,negative
Coba ganti sama Jokowi ... Kira2  menang Anies atau  Anies mengalahkan beliau ?  Rocky Gerung: Upaya PDIP Gunakan Risma Menandingi Anies Tidak Akan Berhasil https://t.co/PjWt7NxaJO,netral
Tiga tokoh kontroversial ini berupaya menghapus asal-usulnya.   1. Geert Wilders 2. Richard Wagner 3. Adolf Hitler  https://t.co/DOCNfqsy37,negative
"23 Januari 1950 Setelah pasukannya, Angkatan Perang Ratu Adil, menyerang TNI di Bandung, Kapten Raymond Westerling melarikan diri dan dikejar pasukan TNI. https://t.co/AtqK5O4963",negative
"Lu ngapain sihh main politik politik kaya yang ngerti aja, politik itu kotor   Pertama, sebenernya gua pun berfikir politik itu cuma pengen kekuasaan doang. Setelah gua observasi ternyata lebih dari pada itu.   Kalau politik kotor itu cuma stigma dari orang.",negative
"@kadiyono @historia_id Malahan disetiap penaklukan wilayah, Sriwijaya selalu menempatkan prasasti kutukan guna menentramkan rakyat disana. Agar tidak terjadi pemberontakan, penghianatan. Mengingat sistem pemerintahan Sriwijaya berbentuk Kedatuhan, sangat berpotensi sekali munculnya instabilitas politik",negative
"@4Y4NKZ @wisanggeni_084 @P3nj3l4j4h_id @BadjaNuswantara @RiRiJreeng @Nouna_jessica94 @Paltiwest @Bangzul__88 @AdaCeuceu @eko_kuntadhi @imanbr @yunartowijaya @OneMurtadha @arjuno_ireng01 @woelannnn @03__nakula @Suanggi_Hitam @5Y5_one_70 @andy_nomicin @AnakLolina Megawati Soekarnoputri yang berani berhadapan muka melawan penguasa ketika politisi dan tokoh-tokoh lain yang sekarang merasa paling berjasa hanya bisa inggih manut. Perlawanan inipun dibayar mahal, karir politik Megawati Soekarnoputri, dijegal dengan berbagai cara. #UltahBuMega https://t.co/QG5TQ1bncs",negative
"hrs dirumuskan  benar P'Menhan @prabowo ...jgn dibaca sbg pengarusan balik neo-militerisme bg politik domestik,&amp;Polri hrs  ke luar dr komponen krn tugas hrs fokus pd beda fungsi ketertiban &amp; keamanan...Di Depan Pang TNI, Prabowo Ingin Hidupkan  Hankamrata https://t.co/VvibuXARUF",positive
"@Luthfie999 @aniesbaswedan . Tanpa Izin Dari Setneg, Seenaknya Revitalisasi Monas, Anies Cocok Jadi Presiden Tandingan https://t.co/T93Vxi6bHd #StopRevitalisasiMonas",negative
@Jadugquwat @juni_irene Kalau gak bahas politik sih... biasanya akur😂,positive
"Guna memulihkan wibawa kaisar dan mendistribusikan kesejahteraan ke rakyat, para perwira muda AL membunuhi tokoh liberalis. https://t.co/kPlqKhCfXE",negative
"Demokrat Ngotot Bentuk Pansus Jiwasraya, PDIP: Kurang Relevan #Jiwasraya #PDIP #RepublikMerdeka https://t.co/7sqOM1GNYj",negative
"@IwanBorneo8 @lestari_leonita Ahok udah mati karir politiknya, skrg cuma gimmick politik.",negative
"@beresonansi ㅤㅤ ( Terkadang liput berita politik, tapi buat saya yang nggak terikat instansi mana pun agak susah buat berita itu. Jadi lebih sering liput yang informatif buat semua kalangan aja. Keren! Memang sudah ditentukan kah tahun lulusnya? ) ㅤㅤ",positive
Kemunculan Caketum Baru PAN Dikhawatirkan Hanya Gorengan Politik Tanpa Menyentuh Garis &lt;i&gt;Finish&lt;/i&gt; https://t.co/jQM5J5iXXf&lt;i&gt;Finish&lt;/i&gt;-,negative
Konfigurasi Politik MPR Cerminkan Keanekaragaman https://t.co/EVrsj4KOTe https://t.co/KPcHMgaLOx,positive
@fahrudipermata politik nih,netral
"@celotehlusuh ilmu komunikasi memang masuknya ke fakultas ilmu sosial &amp; politik, yang masuk ke ranah sosial humaniora (soshum). Beginian doang aja si mba Wanda nga paham, aku pusing.",netral
"@menghanyurkan Dari ilkom, bisa langsung ganti sosial politik dalam sekejap wkwwk",positive
"Ketika para elite politik berkata ""demi rakyat, bangsa dan negara..namun seketika itu pundi2 keuangan mereka bertambah dimana bocah2 kecil harus mengais sampah untuk mencari kepingan rupiah..  Mereka berteriak demi KEADILAN.. Namun tangan mereka mencekik leher rakyat tertindas.. https://t.co/IJdkOvjtxT",negative
"Berpolitik itu memang, beresiko,harus siap di terjang atau menerjang. Tapi tanpa politik, apa yg bisa di perbuat para negarawan !?",positive
