"sentiment","text"
"Negative","Waspada! Beredar Lagi Surat Palsu Pengangkatan CPNS"
"Negative","Kisah Garam Impor di Indonesia, Ada Mafia 5 Samurai?"
"Positive","UU Kewirausahaan Dibahas DPR, Ini Progresnya"
"Positive","Dirut Baru Holding BUMN Perkebunan: Tahun Ini Harus Untung"
"Positive","Perjalanan Mobil Murah Indonesia di 2013"
"Positive","Ratusan Pengusaha Kumpul di Kemayoran Jualan Mebel"
"Negative","INKA Belum Nikmati Kue Manis Proyek MRT DKI"
"Positive","Cara Luhut Ajak Dermawan Dunia Biayai Proyek Infrastruktur di RI"
"Positive","Ini Jurus Menperin Berantas Ponsel Ilegal"
"Positive","Janji Mentan Beri Karpet Merah Bagi Investor"
"Positive","Selasar Ambruk Tak Membuat Investor Asing Kabur"
"Negative","Pengembang Ini Tawarkan Rumah Rp 77 Juta Tanpa DP"
"Negative","Toserba Berguguran, Ini Kata Menteri Perindustrian"
"Negative","Bisakah Subsidi Tekan Ketimpangan? Ini Kata Kepala Bappenas"
"Positive","Warga Minta Pembangunan Jalur Puncak II Kembali Dilanjutkan"
"Positive","Jokowi Bagi-bagi Hadiah di BEI, Sri Mulyani Kegirangan"
"Positive","RI Berpotensi Jadi Pusat Ekonomi Syariah Dunia"
"Negative","Pembebasan Lahan Tol Jakarta-Cikampek Selatan Belum Juga Dimulai"
"Negative","Daya Beli Turun, Penjualan Matahari Masih Naik 10%"
"Positive","Perlukah Punya Asuransi Jiwa?"
"Positive","Ini Isi Kesepakatan ASEAN Untuk Lindungi Pekerja Migran"
"Positive","Mengintip 10 Bank Terkaya di Dunia (2)"
"Positive","Pembangunan Jembatan Terpanjang Papua Dipercepat"
"Positive","Ini Alasan Bangladesh Kepincut Kereta Made in Madiun"
"Positive","500.000 Ton Beras Impor Disebar ke Mana Saja?"
"Positive","BPJS Ketenagakerjaan Targetkan 10.000 Agen Perisai di 2018"
"Positive","Ini Dia Transportasi Masa Depan Jakarta"
"Negative","Ritel Berguguran, Tanda Daya Beli Lesu?"
"Positive","Besok Simpang Susun Semanggi Mulai Uji Kelayakan"
"Positive","23 Juni Cuti Bersama, IPO Starbucks Indonesia Dimajukan"
"Positive","Susi: Saya akan Bantu Nelayan Beralih dari Cantrang"
"Negative","Kemenhub Minta Aplikator Ikut Tanggung Jawab Hadapi Aliando"
"Negative","Jamkrindo Butuh Rp 50 M untuk Bangun Sistem IT"
"Positive","Pemerintah Siapkan Aturan Pengadaan CPNS 2018"
"Negative","Benarkah Ekonomi RI Makin Lesu? Ini Data 7 Tahun Terakhir"
"Positive","Rini Usul Bentuk Perusahaan Patungan Biayai LRT Jabodebek"
"Positive","Menteri PUPR Pastikan Jakarta-Surabaya Tersambung Tol Saat Mudik"
"Negative","Masihkah Fintech Jadi Ancaman Perbankan?"
"Positive","Yuk, Siapkan Dana Pendidikan Anak Sejak Dini"
"Positive","Jelang Lebaran, Penjualan Mobil Toyota dan Daihatsu Meningkat"
"Positive","Ada Ganjil Genap, BPTJ Siapkan 60 Bus Jemput Warga Bekasi"
"Negative","Genjot Pengawasan Barang Beredar, Kemendag Gandeng Polri"
"Positive","Bawang Merah Sumbang Deflasi, Mentan: Sekarang Kita Ekspor"
"Negative","RI Waspadai Melon Asal Australia"
"Positive","Masyarakat RI Masih Nyaman Belanja Pakai Uang Tunai"
"Positive","Gelar Acara HUT ke-40, BPJS Ketenagakerjaan Sasar Milenial"
"Positive","3 Wanita Indonesia Masuk Jajaran 50 Asia Power Businesswomen 2014"
"Negative","Mengenang Bob Sadino, Pengusaha Nyentrik Bercelana Pendek"
"Positive","UMP 2018 Naik 8,71%, Provinsi Mana Tertinggi?"
"Positive","Siap-siap Lowongan CPNS Dibuka Setelah Pilkada"
"Positive","Pemerintah Tawarkan AirAsia Investasi di Sejumlah Bandara RI"
"Positive","Semen Indonesia Bidik Penjualan 27,4 Juta Ton di 2017"
"Negative","Kapal Cantrang Boleh Melaut Lagi"
"Negative","3 Kementerian Kumpul Bahas Maraknya Kecelakaan Konstruksi"
"Negative","Menjelajah Museum IKEA Berisi Perabotan Jadul"
"Positive","Hari Ini 12 Kereta MRT Jakarta Dikirim dari Jepang"
"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
"Positive","Cadangan Devisa RI Naik Jadi Rp 128,8 Miliar"
"Positive","Tiphone Mobile Bagikan Dividen Rp 117 Miliar"
"Positive","Dibanderol Rp 60 Juta, Ini Penampakan Mobil Pedesaan"
"Negative","Tekor Rp 4,8 Triliun, BPJS Kesehatan Bakal Disuntik Pemerintah"
"Positive","Trump Teken Aturan Bea Masuk Baja dan Aluminium AS"
"Negative","Fakta soal Jumlah Pegawai Bank yang Terus Menyusut"
"Positive","Proses Izin Usaha Tanpa Tatap Muka ala Franky Sibarani"
"Positive","Jangan Jadikan Ketenagakerjaan Sebagai Isu Pinggiran"
"Positive","Jurus Jokowi Dongkrak Jumlah Pengusaha RI"
"Negative","Semua Pekerjaan Konstruksi Layang Dihentikan, Basuki: Perintah Jokowi"
"Positive","Australia Tertarik Buka Sekolah Kejuruan di RI"
"Positive","Pilkada Serentak Diprediksi Kerek Pertumbuhan Ekonomi 2018"
"Negative","Pertumbuhan Ekonomi Indonesia Tak Capai Target (Lagi)"
"Positive","Jokowi di Mata Sejumlah Media Asing"
"Positive","Sri Mulyani Bahas Ekonomi Digital dengan Bos IMF"
"Negative","Ada Investasi Uang Digital Dibalut MLM, Aman Enggak Ya?"
"Positive","Neraca Perdagangan RI 2017 Surplus US$ 11,84 Miliar"
"Negative","Benarkah Daya Beli Masyarakat Turun? Ini Kata JK"
"Negative","Jabodetabek Rawan Curanmor, Sudah Pakai Asuransi Belum?"
"Positive","Diam-diam Papua Bangun Stadion Megah Penanding GBK"
"Negative","Pindad Tunggu Arahan Pemerintah Pindahkan Pabrik ke Lampung"
"Positive","Dari Cipinang, Menhub Lanjut Pantau Pembangunan Stasiun Cakung"
"Positive","Pesan Susi Soal Mimpi di Hari Perempuan Internasional"
"Positive","Menhub akan Pertemukan Sopir Taksi Online dengan Menkominfo"
"Negative","Pulau RI Dijual Online"
"Positive","Siapkan Rp 600 Miliar, INKA Mau Bangun Pabrik di Banyuwangi"
"Positive","Kunjungi Pasar di Rorotan, Sandi Jadi Sasaran Selfie"
"Positive","Navigasi 109 Bandara di Papua Makin Canggih"
"Positive","Pemerintah Dorong Investor Lokal Biayai Infrastruktur RI"
"Negative","Rugi Induk 7-Eleven Bengkak Jadi Rp 642 Miliar"
"Positive","Kerennya Pesawat CN235 Buatan Bandung, Ini Gambar Dalamnya"
"Negative","Pengembang Harap Bunga Kredit Konstruksi Bisa Turun"
"Positive","Kepala Bappenas Beberkan Penyebab Kemiskinan RI Turun"
"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
"Positive","Mahasiswa Harvad Penasaran dengan Gaya Komunikasi Susi"
"Positive","8 Bendungan Ini Ditarget Rampung Tahun Depan"
"Negative","Ini Alasan Mahalnya Harga Panel Surya"
"Positive","Mengintip Gaji Komisaris dan Direksi Adhi Karya"
"Negative","BI Prediksi Jabar Inflasi 4,02% Tahun Ini"
"Positive","Rusun Klender Dibangun Ulang, Penghuni Dapat Kompensasi Rp 15 Juta/Tahun"
"Positive","Penerbangan Murah, Paling Fenomenal di Asia Tenggara"
"Negative","KPPU: Ada Pengumuman Impor, Harga Beras Harusnya Turun"
"Negative","Jenis Fintech Tak Hanya Kredit Online, Apa Saja?"
"Positive","BPJS Ketenagakerjaan Raih Predikat Lembaga Anti Gratifikasi Terbaik"
"Negative","Lika-Liku Ahmad Dhani dan Asuransi Si Dul"
"Positive","Pemerintah Siapkan Tenaga Kerja untuk Genjot Ekonomi Digital"
"Positive","Ini Senjata Laras Panjang Buatan Pindad Pesaing AK-47"
"Positive","Pemerintah Tekan Angka Kemiskinan Turun Jadi 9,5%"
"Positive","Ini Dia Daftar Miliuner Ganteng yang Masih Bujangan"
"Negative","Kapan Proyek Jalur Puncak II Dilanjutkan?"
"Positive","Dikerjakan Siang Malam, Proyek LRT Jakarta Capai 18%"
"Positive","20 Proyek Strategis Jokowi Rp 33 Triliun Rampung"
"Negative","Truk Besar di Pantura Ogah Masuk Tol Cipali, Ini Alasannya"
"Positive","Ini Daftar Proyek Tol yang Digarap Waskita Karya"
"Positive","Ekonomi Negara Lain Melambat Terdampak Brexit, RI Tidak"
"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
"Positive","Begini Skema Perlindungan Jaminan Sosial untuk TKI"
"Positive","Tahun 2018, Bunga Simpanan Diprediksi Stabil"
"Positive","Asal-usul Pembentukan Holding BUMN"
"Positive","Ini Tanah Suci Penggemar Lego"
"Negative","Nabrak Tiang Terus Benjol Segede Bakpao? Ini Pentingnya Ikut BPJS"
"Positive","Ngevlog Bareng Dirut BRI, TKI Ini Minta Kemudahan KPR"
"Negative","BI: Inflasi 0,41% di Pekan Pertama Desember"
"Positive","Adhi Karya Jamin Kondisi Keuangan Masih Sehat"
"Positive","Cerita JK Soal Kemunculan Deretan Konglomerat RI"
"Positive","Ini Penampakan & Keunggulan Lokomotif Kereta Buatan Indonesia"
"Negative","Kinerja Saham Bakrie 7 Mulai Melempem"
"Positive","Rini Soemarno Ganti Dirut Inalum"
"Positive","Penyelundup Tobat Ini Sekarang Jadi Miliuner"
"Positive","Rute Kereta Kencang JKT-SBY Diputuskan Pekan Depan"
"Negative","Pembeli Bayar Non Tunai, Merchant Dilarang Kenakan Biaya Tambahan"
"Positive","Agustus 2018, Kelapa Gading-Rawamangun Tersambung LRT"
"Negative","Flyover Pancoran Sudah Dibuka Walau Belum Kantongi Sertifikat"
"Positive","Misteri Harta Karun di Bawah Laut RI"
"Positive","Perjalanan Mobil Murah Indonesia di 2013"
"Positive","Cerita Typhoon, Jet Tempur yang Bakal Diproduksi di Bandung"
"Positive","Jamkrindo Gandeng LPDB-KUMKM Garap Pembiayaan UMKM"
"Positive","OJK: 30 Perusahaan/Tahun Jalankan Bisnis Pinjam Meminjam Online"
"Negative","Kala Bisnis Alat Navigasi GPS Tak Lagi Moncer"
"Positive","BPJS Ketenagakerjaan Gelar Simposium Pelayanan Publik Era Digital"
"Negative","Penyaluran Kredit Bank Lesu, Apa Karena Bunganya Tinggi?"
"Positive","MS Hidayat dan Ciputra Kenang Sukamdani Sahid"
"Positive","Ini Dia Pendatang Baru Orang Terkaya RI 2013"
"Positive","TOD Kereta Cepat JKT-BDG di Walini Mulai Dikaji"
"Positive","RI Ekspor Sepeda Motor ke Bangladesh Hingga Eropa"
"Negative","Pemerintah Telusuri Penjual Pulau Indonesia di Situs Online"
"Positive","Kemenkop UKM Bentuk Satgas Berantas Koperasi Bodong"
"Positive","Penyederhanaan Tarif Cukai Rokok Bisa Tingkatkan Penerimaan Negara"
"Positive","BI akan Terbitkan Revisi Aturan Uang Elektronik Tahun Depan"
"Negative","Program Sejuta Rumah Tak Capai Target, Ini Sebabnya"
"Negative","Ini Daftar Perceraian Terheboh dan Termahal Miliuner Dunia"
"Negative","Lika-Liku Ahmad Dhani dan Asuransi Si Dul"
"Positive","Mengintip Pabrik Pesawat Airbus di China"
"Positive","Padat Karya Cash: Kurangi Pengangguran, Tingkatkan Daya Beli"
"Positive","Penjaga Kebijakan Moneter di Tahun Politik"
"Positive","RUU Pertanahan Dibahas di DPR Akhir Mei"
"Negative","Basuki Minta Rini Soemarno Copot Direksi Waskita"
"Negative","Pengusaha Curhat Tak Ikut Proyek Infrastruktur, Ini Respons BUMN"
"Positive","Jokowi Ingatkan Para Menteri Soal Efisiensi Anggaran"
"Negative","Bamsoet Hingga Fadli Zon Lapor SPT"
"Positive","Ini Dia Nama-nama Calon Direksi Bursa Efek"
"Negative","Harga Panel Surya Masih Mahal, Bisakah Disubsidi Pemerintah?"
"Positive","Percepat Distribusi Lahan, Jokowi Gandeng Ormas Keagamaan"
"Negative","PPI Batal Impor 500.000 Ton Beras"
"Positive","Perjalanan APBN 2017 Disusun 2 Menteri"
"Positive","Penjelasan Lengkap Kementerian BUMN Soal Status Persero Antam Cs"
"Positive","Kemenkop UKM Bubarkan 40.000 Koperasi Sakit"
"Positive","Asuransi Apa yang Cocok Buat Hadapi Bencana?"
"Positive","Masih Ada Rp 2.000 T Saham Dalam Bentuk Kertas"
"Positive","Mau Tahu Orang Terkaya di Tiongkok, Ini Daftarnya"
"Negative","Lelang Ungkap Penyelundup Gula Rafinasi ke Pasar, Begini Caranya"
"Positive","5 Juta UMKM Binaan Jamkrindo Bakal Siap Kelas"
"Positive","Pemerintah Siapkan Paket Kebijakan Tata Niaga Ekspor Impor"
"Positive","Ini Hasil Pertanian Indonesia yang Laku Diekspor"
"Positive","Ini Dia Mobil-mobil Listrik Buatan Indonesia"
"Positive","Tol Padang-Pekanbaru Punya Terowongan Terpanjang di Indonesia"
"Positive","Ini 7 Cara Menghemat Anggaran Pernikahan"
"Positive","Ini Tanah Suci Penggemar Lego"
"Negative","DPR Lebih Dulu Minta Proyek Layang Dihentikan Sementara"
"Positive","Direktorat Pembiayaan Syariah LPDB Terbentuk"
"Positive","Modal Asing Sudah Masuk Rp 137 Triliun ke RI"
"Negative","40.000 Hektar Sawah Terendam Banjir Tahun Lalu"
"Negative","Penampakan Meme Raksasa di Kantor Menteri Susi"
"Positive","Bahagianya Sri Mulyani KAI Dapat Pinjaman Rp 19,25 Triliun"
"Positive","BUMN Ini Garap Kapal Perusak Canggih Pesanan TNI AL"
"Negative","Diajak Ratu Prabu Bangun LRT, Sandiaga: Tak Pakai Dana Pemprov"
"Positive","Come Back Sri Mulyani Jadi Menteri Keuangan"
"Negative","Pertumbuhan Ekonomi RI Tak Capai Target, IHSG Negative"
"Positive","Harga Rotan Naik, Perajin Pilih Bahan Baku Sintetis"
"Positive","Rini Konsolidasikan BUMN Industri Alat Berat dan Perkapalan"
"Negative","Sedang Dikaji, 6 Ruas Tol Ini Bakal Naik Tarifnya"
"Positive","Adhi Karya Bakal Bikin Anak Usaha Khusus Urus TOD"
"Positive","Foxconn Bangun Pabrik LCD di China Rp 117 Triliun"
"Positive","Ini Penampakan & Keunggulan Lokomotif Kereta Buatan Indonesia"
"Positive","Mudahkan TKI Bayar Iuran, BPJS Ketenagakerjaan Gandeng CIMB Niaga"
"Positive","Mobil Pedesaan akan Pakai Mesin Toyota dan Daihatsu"
"Positive","Proyek Pengembangan Bandara Nabire Rampung Akhir 2019"
"Positive","Menteri Basuki Buka Festival Tol Ngawi-Kertosono"
"Negative","Pakaian Bekas Impor Dalam Angka-angka"
"Negative","Pakaian Bekas Impor Dalam Angka-angka"
"Negative","Kapal Cantrang Boleh Melaut Lagi"
"Negative","Polling detikFinance soal Tiket Kereta Bandara Naik: 84% Tidak Perlu"
"Positive","Struktur Utama Gedung BEI Dipastikan Aman"
"Positive","Flyover Pancoran Sudah Dibuka Walau Belum Kantongi Sertifikat"
"Negative","Rel Mati Cianjur-Padalarang dan Rangkasbitung-Lebak akan Diaktifkan"
"Negative","RI Kritik Keras AS, Ancam Setop Impor Kedelai"
"Negative","Investasi Bodong Masih Merajalela, Ini Daftarnya"
"Positive","8 Kereta Api Cepat di Indonesia"
"Positive","Yuk, Siapkan Dana Pendidikan Anak Sejak Dini"
"Positive","Aliando Selesai Bertemu Perwakilan Istana, Ini Hasilnya"
"Positive","CNBC Indonesia Resmi Diluncurkan Hari Ini"
"Negative","Karyawan Bank Menyusut, BRI: Ini Faktor Alami"
"Positive","Semen Indonesia Terbitkan Obligasi Rp 8 Triliun"
"Negative","Belum Bayar Gaji Mantan Pegawai, Sevel Dituding Ingkar Janji"
"Negative","Jelang Imlek, Jeruk Mandarin Menghilang di Pasaran"
"Negative","Rencana Satu Tarif Tol JORR Masih Terus Dihitung"
"Negative","Industri Ritel Lesu, Sarinah Siapkan Toko Online"
"Negative","Ada Gerbang Pembayaran Nasional, Bagaimana Kesiapan Bank?"
"Positive","72,9% Penduduk RI Sudah Jadi Peserta BPJS Kesehatan"
"Positive","Ini Dia Ide Tol Laut ala Jokowi"
"Positive","20 Proyek Strategis Jokowi Rp 33 Triliun Rampung"
"Positive","CT Corp Gandeng Perusahaan Asuransi Jiwa Terbesar Dunia"
"Positive","72,9% Penduduk RI Sudah Jadi Peserta BPJS Kesehatan"
"Positive","Mulai Dekati Kampung Melayu, Begini Progres Tol Becakayu"
"Negative","Harga Bawang Merah Anjlok, Petani: Dibeli Rp 7.000/Kg"
"Positive","Go-Jek Mau Jual Sahamnya di Bursa Beberapa Tahun Lagi"
"Positive","Cara Jokowi Agar Rakyat Perbatasan Rasakan Kehadiran Negara"
"Negative","Ibu Kota Indonesia Mau Pindah? Ini Tanggapan 3 Tokoh Ekonomi"
"Positive","Belanja Produk Internasional Sekarang Makin Gampang, Begini Caranya"
"Negative","Dana Asing Rp 11 T Hengkang Awal Juli, BI: Masih Cukup Aman"
"Positive","Trimegah Sekuritas Bidik Penjaminan Emisi Obligasi Rp 6 Triliun"
"Positive","Liburan Hingga Pilkada Dorong Ekonomi RI Tumbuh 5,01%"
"Positive","Permudah Akses ke Danau Toba, Sumut Bangun Pelabuhan Internasional"
"Positive","Baju Koko Mirip Black Panther Dijual di Tanah Abang, Berapa Harganya?"
"Positive","Pindad Mulai Produksi Medium Tank di 2018, TNI Pesan 100 Unit"
"Positive","Tuna Jadi Andalan Aceh, Hasil Tangkapannya 2.459 Ton/Tahun"
"Positive","Diskon Brand Nike dan Levis dari Bank Mega di BigBang Jakarta"
"Negative","Alasan Investasi LRT Jabodebek Turun dari Rp 31 T Jadi Rp 29,9 T"
"Positive","Paparkan Kinerja 2017, Kemenkop Imbau Hati-hati Investasi Bodong"
"Negative","Ada Tol Laut Harga Daging Masih Mahal, Rumah Potong: Pasokan Kurang"
"Positive","Diskon Brand Nike dan Levis dari Bank Mega di BigBang Jakarta"
"Positive","Jualan Parsel Selama Ramadan Bisa Raup Omzet Hingga Rp 60 Juta"
"Negative","Balada Utang Rp 44 Triliun Milik Tambang Bakrie"
"Negative","Duterte Bakal Tembak Langsung Pencuri Ikan di Laut Filipina"
"Positive","Ini Pesawat Jet Pribadi Favorit Pengusaha Hingga Politikus RI"
"Negative","Debenhams dan Lotus Tutup, MAP Kembangkan Toko Online"
"Positive","BI Masih Proses Isi Ulang e-Money di Satu Mesin untuk Semua Kartu"
"Negative","Harga Telur Ayam Turun Tipis Jadi Rp 25.000/Kg"
"Positive","3 Menteri Jokowi Resmikan Pembangunan Rusun di Atas Stasiun"
"Positive","Ini Dia Kereta Peluru Tercepat di Dunia"
"Positive","Mengenang Bob Sadino, Pengusaha Nyentrik Bercelana Pendek"
"Positive","25.000 Ton Garam Impor Masuk RI, Berapa Harga di Pasar?"
"Positive","Tol Lingkar Luar Bogor Seksi II B Dikebut, Ini Progresnya"
"Positive","Sri Mulyani Video Conference dengan Kanwil se-Indonesia, Ini yang Dibahas"
"Positive","Gaji PNS dari Tahun ke Tahun, Pernah Rp 12 Ribu/Bulan"
"Positive","Mengintip Stasiun Kereta Bandara Pertama RI Medan-Kuala Namu"
"Negative","Selain Melon Australia, RI Juga Pernah Terancam Apel Berbakteri AS"
"Positive","Ini Cara Jokowi Tingkatkan Kualitas Tenaga Kerja di Era Digital"
"Positive","Multifungsi, Pesawat Amfibi PTDI Bisa Angkut Penumpang Hingga Kargo"
"Negative","Kisah Tambang Grup Bakrie Cari Cara Bayar Utang Triliunan"
"Positive","Ini 3 Menteri Pengelola Dana Infrastruktur Terbesar Sepanjang Sejarah"
"Negative","Ada PHK Gara-gara Non Tunai? Ini Jawaban Operator Tol"
"Positive","Pemerintah Perlu Bikin Aturan Soal Kualitas dan Harga Beras"
"Negative","Jokowi Pamer Hunian Pekerja di Tangerang Selatan DP 1%"
"Positive","Ingin Hidup Lebih Baik? Pindah ke Negara Ini (1)"
"Positive","Pemerintah Perlu Pisahkan Ibu Kota dan Pusat Bisnis"
"Positive","Jajal Kereta Bandara, Jonan: Irit BBM, Irit Waktu, Irit Polusi"
"Positive","Electronic City Bangun Pusat Distribusi Baru Rp 100 M di Bogor"
"Positive","Jokowi: WIKA akan Cek Potensi Proyek Perumahan di Niger"
"Positive","5.500 Ton Beras dari Thailand Masuk RI Pekan Ini"
"Negative","JK: Kalau 1-2 Hari Harga Beras Masih Naik, Opsi Impor Terbuka"
"Positive","Batam Butuh Rp 91 Triliun Bangun 7 Infrastruktur Termasuk LRT"
"Positive","Menengok Jet Pribadi Punya Salah Satu Orang Terkaya Indonesia"
"Positive","Rekomendasi Analis Atas Saham-saham Bakrie yang Mulai Bangkit"
"Positive","Pelindo II: Dwell Time di Pelabuhan Priok Membaik, Sudah 3,4 Hari"
"Negative","Harga Beras Melonjak, di Jayapura Paling Mahal"
"Negative","Momen Terburuk Bagi Orang-orang Tajir di 2014 (2)"
"Positive","Satu Lagi Perusahaan Hary Tanoe Masuk Bursa, Bidik Rp 1 Triliun"
"Positive","Heboh VietJet Air, Rute Mana yang Pramugarinya Pakai Bikini?"
"Negative","Sri Mulyani ke Amerika, Menperin Gantikan Rapat di DPR"
"Positive","Jabar Rogoh Rp 120 M Bebaskan Lahan Tol Cipali-Bandara Kertajati"
"Positive","Menkeu dan BI Rapat Bareng DPR, Ini yang Dibahas"
"Positive","Jokowi Mau Bertemu 2 Perwakilan Hipmi yang Curhat Soal Proyek"
"Positive","Terowongan Jalur Ganda KA Tembus Bukit di Banyumas Siap Operasi 2018"
"Positive","Menaker akan Lobi Sri Mulyani Agar LPDP Beri Beasiswa Latihan Kerja"
"Positive","Mendag Panggil Pelaku e-Commerce Bahas Produk UKM Besok"
"Negative","Skema Mau Diubah, Berapa Uang Pensiun yang Diterima PNS Nanti?"
"Positive","Jangan Lupa! Beli Tiket Kereta Bandara Soetta Non Tunai"
"Negative","Ritel Ramai-ramai Tutup Gerai Tahun Ini, Ada Apa?"
"Positive","Gandeng KAI, PTPP Akan Bangun Rusunami di 3 Stasiun"
"Positive","Neraca Perdagangan RI Surplus US$ 11,8 Miliar, Ini Kata Darmin"
"Positive","Subsidi Tol Laut Naik 33% Jadi Rp 447 Miliar di 2018"
"Positive","Uang Pensiun PNS Mau Naik, Menpan RB: Agar Hidup Layak"
"Positive","3 Proyek Infrastruktur Raksasa Jokowi Kick Off Pekan Ini"
"Negative","Emas Antam Dijual Rp 623.562/Gram, Turun Rp 2.000"
"Positive","Selain iPhone X, Barang-barang Ini Juga Wajib Dilaporkan Pajaknya"
"Positive","Ekonomi Lesu, OJK Keluarkan 35 Paket Kebijakan di Sektor Keuangan"
"Positive","Penjual di Medsos Minta Pemerintah Tarik Pajak Instagram Cs Dulu"
"Negative","Drama Bakrie-Rothschild, Dulu Mesra Kini Bercerai (2)"
"Positive","Kota Tujuan Belanja Terbaik di Dunia (1)"
"Positive","Jelang Akhir Tahun, Stok Daging Kerbau India di Bulog 18.000 Ton"
"Positive","Bos Jababeka Luncurkan Buku Tantangan RI Sebagai Negara Kepulauan"
"Positive","Ekonomi Lesu, OJK Keluarkan 35 Paket Kebijakan di Sektor Keuangan"
"Negative","Garam Langka dan Mahal, Pengusaha Telur Asin di Aceh Menjerit"
"Positive","Ini Kota di Dunia yang Sukses Bangun Terowongan Raksasa Anti Banjir"
"Positive","Anak Usaha United Tractors Bidik Proyek Tol Layang Jakarta-Cikampek"
"Negative","Jeruk Mandarin Menghilang Jelang Imlek, Omzet Pedagang Turun 50%"
"Positive","Porsi Investor Ritel dan Institusi Saat IPO Bakal Diatur"
"Negative","Kontroversi Buruh Ingin Upah Minimum Pakai Acuan Dolar AS"
"Positive","Ikut Bangun Papua, Diaspora RI Siap Gelontorkan Rp 4,7 M/Tahun"
"Positive","Ini Dampak Memanasnya Hubungan Ukraina-Rusia Terhadap Ekonomi Dunia"
"Positive","Menelisik Bisnis Keong Sawah di Ibu Kota"
"Negative","LRT Jabodetabek Batal Groundbreaking, Jokowi Pun Turun Tangan"
"Positive","Balai Latihan Kerja Diperluas untuk Tingkatkan Skill Lulusan SD-SMP"
"Negative","Ekonomi Lesu, Penjualan Mobil di RI Tahun Ini Hanya 1 Juta Unit"
"Positive","Peluang Investasi, Ini Daftar Rencana Tol Terbaru"
"Negative","Tutup Toko di Manggarai dan Blok M, Saham Matahari Turun 3%"
