"id","sentiment","text"
360,"Negative","Wamendag: Kita Impor Dalam Bentuk Tepung, Bukan Singkongnya"
361,"Negative","KTP Rusak atau Hilang? Bagini Cara Pesan Rusun Nempel Stasiun"
362,"Negative","Belanja Online Bisa Hantam Produk Dalam Negeri?"
363,"Negative","Saham Sari Roti Anjlok 1,32%"
364,"Negative","Bank Pangkas Bunga Deposito Biar Bunga Kredit BisaTurun"
365,"Positive","Pesawat R80 Habibie Kemungkinan Pakai Dua Mesin Ini"
366,"Negative","Masih Berani Menjual dan Membeli Bitcoin Cs? Ini Sanksinya"
367,"Negative","Bunga Deposito Rendah Kok Bunga Kredit Masih Tinggi?"
368,"Positive","Investor Besar Australia Minati Proyek Infrastruktur RI"
369,"Negative","BPS: Inflasi Juni 0,69%"
370,"Negative","Tingkat Kredit Macet Bank J-Trust Masih 12%"
371,"Positive","Mengintip Perakitan Pesawat Terlaris Airbus"
372,"Negative","Aneh, Pasokan Lancar Kok Harga Daging Ayam Naik?"
373,"Negative","Rupiah Melemah, Harga Ponsel Naik"
374,"Positive","?Lagi Blusukan Proyek DDT, Menhub Masuk Kolong Rel"
375,"Negative","Kapal Cantrang Boleh Melaut Lagi"
376,"Positive","Pengusaha Target Ekspor Mebel dan Kerajinan Rp 38 Triliun"
377,"Negative","Bisakah Rupiah Bertahan di Tengah Gempuran Dolar AS?"
378,"Negative","Investasi Bodong Terbanyak di Bidang Forex, Kedua di Uang Digital"
379,"Positive","Ini Dia Mobil-mobil Listrik Buatan Indonesia"
380,"Negative","Drama Bakrie-Rothschild, Dulu Mesra Kini Bercerai (1)"
381,"Negative","Waspada! Beredar Lagi Surat Palsu Pengangkatan CPNS"
382,"Negative","Kisah Garam Impor di Indonesia, Ada Mafia '5 Samurai'?"
383,"Positive","UU Kewirausahaan Dibahas DPR, Ini Progresnya"
384,"Positive","Dirut Baru Holding BUMN Perkebunan: Tahun Ini Harus Untung"
385,"Positive","Perjalanan Mobil Murah Indonesia di 2013"
386,"Positive","Ratusan Pengusaha Kumpul di Kemayoran Jualan Mebel"
387,"Negative","INKA Belum Nikmati 'Kue Manis' Proyek MRT DKI"
388,"Positive","Cara Luhut Ajak Dermawan Dunia Biayai Proyek Infrastruktur di RI"
389,"Positive","Ini Jurus Menperin Berantas Ponsel Ilegal"
390,"Positive","Janji Mentan Beri Karpet Merah Bagi Investor"
391,"Positive","Selasar Ambruk Tak Membuat Investor Asing Kabur"
392,"Negative","Pengembang Ini Tawarkan Rumah Rp 77 Juta Tanpa DP"
393,"Negative","Toserba Berguguran, Ini Kata Menteri Perindustrian"
394,"Negative","Bisakah Subsidi Tekan Ketimpangan? Ini Kata Kepala Bappenas"
395,"Positive","Warga Minta Pembangunan Jalur Puncak II Kembali Dilanjutkan"
396,"Positive","Jokowi Bagi-bagi Hadiah di BEI, Sri Mulyani Kegirangan"
397,"Positive","RI Berpotensi Jadi Pusat Ekonomi Syariah Dunia"
398,"Negative","Pembebasan Lahan Tol Jakarta-Cikampek Selatan Belum Juga Dimulai"
399,"Negative","Daya Beli Turun, Penjualan Matahari Masih Naik 10%"
400,"Positive","Perlukah Punya Asuransi Jiwa?"
401,"Positive","Ini Isi Kesepakatan ASEAN Untuk Lindungi Pekerja Migran"
402,"Positive","Mengintip 10 Bank Terkaya di Dunia (2)"
403,"Positive","Pembangunan Jembatan Terpanjang Papua Dipercepat"
404,"Positive","Ini Alasan Bangladesh Kepincut Kereta Made in Madiun"
405,"Positive","500.000 Ton Beras Impor Disebar ke Mana Saja?"
406,"Positive","BPJS Ketenagakerjaan Targetkan 10.000 Agen Perisai di 2018"
407,"Positive","Ini Dia Transportasi Masa Depan Jakarta"
408,"Negative","Ritel Berguguran, Tanda Daya Beli Lesu?"
409,"Positive","Besok Simpang Susun Semanggi Mulai Uji Kelayakan"
410,"Positive","23 Juni Cuti Bersama, IPO Starbucks Indonesia Dimajukan"
411,"Positive","Susi: Saya akan Bantu Nelayan Beralih dari Cantrang"
412,"Negative","Kemenhub Minta Aplikator Ikut Tanggung Jawab Hadapi Aliando"
413,"Negative","Jamkrindo Butuh Rp 50 M untuk Bangun Sistem IT"
414,"Positive","Pemerintah Siapkan Aturan Pengadaan CPNS 2018"
415,"Negative","Benarkah Ekonomi RI Makin Lesu? Ini Data 7 Tahun Terakhir"
416,"Positive","Rini Usul Bentuk Perusahaan Patungan Biayai LRT Jabodebek"
417,"Positive","Menteri PUPR Pastikan Jakarta-Surabaya Tersambung Tol Saat Mudik"
418,"Negative","Masihkah Fintech Jadi Ancaman Perbankan?"
419,"Positive","Yuk, Siapkan Dana Pendidikan Anak Sejak Dini"
420,"Positive","Jelang Lebaran, Penjualan Mobil Toyota dan Daihatsu Meningkat"
421,"Positive","Ada Ganjil Genap, BPTJ Siapkan 60 Bus Jemput Warga Bekasi"
422,"Negative","Genjot Pengawasan Barang Beredar, Kemendag Gandeng Polri"
423,"Positive","Bawang Merah Sumbang Deflasi, Mentan: Sekarang Kita Ekspor"
424,"Negative","RI Waspadai Melon Asal Australia"
425,"Positive","Masyarakat RI Masih Nyaman Belanja Pakai Uang Tunai"
426,"Positive","Gelar Acara HUT ke-40, BPJS Ketenagakerjaan Sasar Milenial"
427,"Positive","3 Wanita Indonesia Masuk Jajaran 50 'Asia Power Businesswomen' 2014"
428,"Negative","Mengenang Bob Sadino, Pengusaha Nyentrik Bercelana Pendek"
429,"Positive","UMP 2018 Naik 8,71%, Provinsi Mana Tertinggi?"
430,"Positive","Siap-siap Lowongan CPNS Dibuka Setelah Pilkada"
431,"Positive","Pemerintah Tawarkan AirAsia Investasi di Sejumlah Bandara RI"
432,"Positive","Semen Indonesia Bidik Penjualan 27,4 Juta Ton di 2017"
433,"Negative","Kapal Cantrang Boleh Melaut Lagi"
434,"Negative","3 Kementerian Kumpul Bahas Maraknya Kecelakaan Konstruksi"
435,"Negative","Menjelajah Museum IKEA Berisi Perabotan Jadul"
436,"Positive","Hari Ini 12 Kereta MRT Jakarta Dikirim dari Jepang"
437,"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
438,"Positive","Cadangan Devisa RI Naik Jadi Rp 128,8 Miliar"
439,"Positive","Tiphone Mobile Bagikan Dividen Rp 117 Miliar"
440,"Positive","Dibanderol Rp 60 Juta, Ini Penampakan Mobil Pedesaan"
441,"Negative","Tekor Rp 4,8 Triliun, BPJS Kesehatan Bakal Disuntik Pemerintah"
442,"Positive","Trump Teken Aturan Bea Masuk Baja dan Aluminium AS"
443,"Negative","Fakta soal Jumlah Pegawai Bank yang Terus Menyusut"
444,"Positive","Proses Izin Usaha Tanpa Tatap Muka ala Franky Sibarani"
445,"Positive","Jangan Jadikan Ketenagakerjaan Sebagai Isu Pinggiran"
446,"Positive","Jurus Jokowi Dongkrak Jumlah Pengusaha RI"
447,"Negative","Semua Pekerjaan Konstruksi Layang Dihentikan, Basuki: Perintah Jokowi"
448,"Positive","Australia Tertarik Buka Sekolah Kejuruan di RI"
449,"Positive","Pilkada Serentak Diprediksi Kerek Pertumbuhan Ekonomi 2018"
450,"Negative","Pertumbuhan Ekonomi Indonesia Tak Capai Target (Lagi)"
451,"Positive","Jokowi di Mata Sejumlah Media Asing"
452,"Positive","Sri Mulyani Bahas Ekonomi Digital dengan Bos IMF"
453,"Negative","Ada Investasi Uang Digital Dibalut MLM, Aman Enggak Ya?"
454,"Positive","Neraca Perdagangan RI 2017 Surplus US$ 11,84 Miliar"
455,"Negative","Benarkah Daya Beli Masyarakat Turun? Ini Kata JK"
456,"Negative","Jabodetabek Rawan Curanmor, Sudah Pakai Asuransi Belum?"
457,"Positive","Diam-diam Papua Bangun Stadion Megah Penanding GBK"
458,"Negative","Pindad Tunggu Arahan Pemerintah Pindahkan Pabrik ke Lampung"
459,"Positive","Dari Cipinang, Menhub Lanjut Pantau Pembangunan Stasiun Cakung"
460,"Positive","Pesan Susi Soal Mimpi di Hari Perempuan Internasional"
461,"Positive","Menhub akan Pertemukan Sopir Taksi Online dengan Menkominfo"
462,"Negative","Pulau RI Dijual Online"
463,"Positive","Siapkan Rp 600 Miliar, INKA Mau Bangun Pabrik di Banyuwangi"
464,"Positive","Kunjungi Pasar di Rorotan, Sandi Jadi Sasaran Selfie"
465,"Positive","Navigasi 109 Bandara di Papua Makin Canggih"
466,"Positive","Pemerintah Dorong Investor Lokal Biayai Infrastruktur RI"
467,"Negative","Rugi Induk 7-Eleven Bengkak Jadi Rp 642 Miliar"
468,"Positive","Kerennya Pesawat CN235 Buatan Bandung, Ini Gambar Dalamnya"
469,"Negative","Pengembang Harap Bunga Kredit Konstruksi Bisa Turun"
470,"Positive","Kepala Bappenas Beberkan Penyebab Kemiskinan RI Turun"
471,"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
472,"Positive","Mahasiswa Harvad Penasaran dengan Gaya Komunikasi Susi"
473,"Positive","8 Bendungan Ini Ditarget Rampung Tahun Depan"
474,"Negative","Ini Alasan Mahalnya Harga Panel Surya"
475,"Positive","Mengintip Gaji Komisaris dan Direksi Adhi Karya"
476,"Negative","BI Prediksi Jabar Inflasi 4,02% Tahun Ini"
477,"Positive","Rusun Klender Dibangun Ulang, Penghuni Dapat Kompensasi Rp 15 Juta/Tahun"
478,"Positive","Penerbangan Murah, Paling Fenomenal di Asia Tenggara"
479,"Negative","KPPU: Ada Pengumuman Impor, Harga Beras Harusnya Turun"
480,"Negative","Jenis Fintech Tak Hanya Kredit Online, Apa Saja?"
481,"Positive","BPJS Ketenagakerjaan Raih Predikat Lembaga Anti Gratifikasi Terbaik"
482,"Negative","Lika-Liku Ahmad Dhani dan Asuransi Si Dul"
483,"Positive","Pemerintah Siapkan Tenaga Kerja untuk Genjot Ekonomi Digital"
484,"Positive","Ini Senjata Laras Panjang Buatan Pindad Pesaing AK-47"
485,"Positive","Pemerintah Tekan Angka Kemiskinan Turun Jadi 9,5%"
486,"Positive","Ini Dia Daftar Miliuner Ganteng yang Masih Bujangan"
487,"Negative","Kapan Proyek Jalur Puncak II Dilanjutkan?"
488,"Positive","Dikerjakan Siang Malam, Proyek LRT Jakarta Capai 18%"
489,"Positive","20 Proyek Strategis Jokowi Rp 33 Triliun Rampung"
490,"Negative","Truk Besar di Pantura Ogah Masuk Tol Cipali, Ini Alasannya"
491,"Positive","Ini Daftar Proyek Tol yang Digarap Waskita Karya"
492,"Positive","Ekonomi Negara Lain Melambat Terdampak Brexit, RI Tidak"
493,"Positive","Daftar Negara Penimbun Emas Terbanyak, RI Peringkat Berapa?"
494,"Positive","Begini Skema Perlindungan Jaminan Sosial untuk TKI"
495,"Positive","Tahun 2018, Bunga Simpanan Diprediksi Stabil"
496,"Positive","Asal-usul Pembentukan Holding BUMN"
497,"Positive","Ini 'Tanah Suci' Penggemar Lego"
498,"Negative","Nabrak Tiang Terus Benjol Segede Bakpao? Ini Pentingnya Ikut BPJS"
499,"Positive","Ngevlog Bareng Dirut BRI, TKI Ini Minta Kemudahan KPR"
500,"Negative","BI: Inflasi 0,41% di Pekan Pertama Desember"
501,"Positive","Adhi Karya Jamin Kondisi Keuangan Masih Sehat"
502,"Positive","Cerita JK Soal Kemunculan Deretan Konglomerat RI"
503,"Positive","Ini Penampakan & Keunggulan Lokomotif Kereta Buatan Indonesia"
504,"Negative","Kinerja Saham Bakrie 7 Mulai Melempem"
505,"Positive","Rini Soemarno Ganti Dirut Inalum"
506,"Positive","Penyelundup Tobat Ini Sekarang Jadi Miliuner"
507,"Positive","Rute Kereta Kencang JKT-SBY Diputuskan Pekan Depan"
508,"Negative","Pembeli Bayar Non Tunai, Merchant Dilarang Kenakan Biaya Tambahan"
509,"Positive","Agustus 2018, Kelapa Gading-Rawamangun Tersambung LRT"
510,"Negative","Flyover Pancoran Sudah Dibuka Walau Belum Kantongi Sertifikat"
511,"Positive","Misteri Harta Karun di Bawah Laut RI"
512,"Positive","Perjalanan Mobil Murah Indonesia di 2013"
513,"Positive","Cerita Typhoon, Jet Tempur yang Bakal Diproduksi di Bandung"
514,"Positive","Jamkrindo Gandeng LPDB-KUMKM Garap Pembiayaan UMKM"
515,"Positive","OJK: 30 Perusahaan/Tahun Jalankan Bisnis Pinjam Meminjam Online"
516,"Negative","Kala Bisnis Alat Navigasi GPS Tak Lagi Moncer"
517,"Positive","BPJS Ketenagakerjaan Gelar Simposium Pelayanan Publik Era Digital"
518,"Negative","Penyaluran Kredit Bank Lesu, Apa Karena Bunganya Tinggi?"
519,"Positive","MS Hidayat dan Ciputra Kenang Sukamdani Sahid"
520,"Positive","Ini Dia Pendatang Baru Orang Terkaya RI 2013"
521,"Positive","TOD Kereta Cepat JKT-BDG di Walini Mulai Dikaji"
522,"Positive","RI Ekspor Sepeda Motor ke Bangladesh Hingga Eropa"
523,"Negative","Pemerintah Telusuri Penjual Pulau Indonesia di Situs Online"
524,"Positive","Kemenkop UKM Bentuk Satgas Berantas Koperasi Bodong"
525,"Positive","Penyederhanaan Tarif Cukai Rokok Bisa Tingkatkan Penerimaan Negara"
526,"Positive","BI akan Terbitkan Revisi Aturan Uang Elektronik Tahun Depan"
527,"Negative","Program Sejuta Rumah Tak Capai Target, Ini Sebabnya"
528,"Negative","Ini Daftar Perceraian Terheboh dan Termahal Miliuner Dunia"
529,"Negative","Lika-Liku Ahmad Dhani dan Asuransi Si Dul"
530,"Positive","Mengintip Pabrik Pesawat Airbus di China"
531,"Positive","Padat Karya Cash: Kurangi Pengangguran, Tingkatkan Daya Beli"
532,"Positive","Penjaga Kebijakan Moneter di Tahun Politik"
533,"Positive","RUU Pertanahan Dibahas di DPR Akhir Mei"
534,"Negative","Basuki Minta Rini Soemarno Copot Direksi Waskita"
535,"Negative","Pengusaha Curhat Tak Ikut Proyek Infrastruktur, Ini Respons BUMN"
536,"Positive","Jokowi Ingatkan Para Menteri Soal Efisiensi Anggaran"
537,"Negative","Bamsoet Hingga Fadli Zon Lapor SPT"
538,"Positive","Ini Dia Nama-nama Calon Direksi Bursa Efek"
539,"Negative","Harga Panel Surya Masih Mahal, Bisakah Disubsidi Pemerintah?"
540,"Positive","Percepat Distribusi Lahan, Jokowi Gandeng Ormas Keagamaan"
541,"Negative","PPI Batal Impor 500.000 Ton Beras"
542,"Positive","Perjalanan APBN 2017 Disusun 2 Menteri"
543,"Positive","Penjelasan Lengkap Kementerian BUMN Soal Status Persero Antam Cs"
544,"Positive","Kemenkop UKM Bubarkan 40.000 Koperasi Sakit"
545,"Positive","Asuransi Apa yang Cocok Buat Hadapi Bencana?"
546,"Positive","Masih Ada Rp 2.000 T Saham Dalam Bentuk Kertas"
547,"Positive","Mau Tahu Orang Terkaya di Tiongkok, Ini Daftarnya"
548,"Negative","Lelang Ungkap 'Penyelundup' Gula Rafinasi ke Pasar, Begini Caranya"
549,"Positive","5 Juta UMKM Binaan Jamkrindo Bakal Siap Kelas"
550,"Positive","Pemerintah Siapkan Paket Kebijakan Tata Niaga Ekspor Impor"
551,"Positive","Ini Hasil Pertanian Indonesia yang Laku Diekspor"
552,"Positive","Ini Dia Mobil-mobil Listrik Buatan Indonesia"
553,"Positive","Tol Padang-Pekanbaru Punya Terowongan Terpanjang di Indonesia"
554,"Positive","Ini 7 Cara Menghemat Anggaran Pernikahan"
555,"Positive","Ini 'Tanah Suci' Penggemar Lego"
556,"Negative","DPR Lebih Dulu Minta Proyek Layang Dihentikan Sementara"
557,"Positive","Direktorat Pembiayaan Syariah LPDB Terbentuk"
558,"Positive","Modal Asing Sudah Masuk Rp 137 Triliun ke RI"
559,"Negative","40.000 Hektar Sawah Terendam Banjir Tahun Lalu"
560,"Negative","Penampakan 'Meme' Raksasa di Kantor Menteri Susi"
561,"Positive","Bahagianya Sri Mulyani KAI Dapat Pinjaman Rp 19,25 Triliun"
562,"Positive","BUMN Ini Garap Kapal 'Perusak' Canggih Pesanan TNI AL"
563,"Negative","Diajak Ratu Prabu Bangun LRT, Sandiaga: Tak Pakai Dana Pemprov"
564,"Positive","Come Back Sri Mulyani Jadi Menteri Keuangan"
565,"Negative","Pertumbuhan Ekonomi RI Tak Capai Target, IHSG Negatif"
566,"Positive","Harga Rotan Naik, Perajin Pilih Bahan Baku Sintetis"
567,"Positive","Rini Konsolidasikan BUMN Industri Alat Berat dan Perkapalan"
568,"Negative","Sedang Dikaji, 6 Ruas Tol Ini Bakal Naik Tarifnya"
569,"Positive","Adhi Karya Bakal Bikin Anak Usaha Khusus Urus TOD"
570,"Positive","Foxconn Bangun Pabrik LCD di China Rp 117 Triliun"
571,"Positive","Ini Penampakan & Keunggulan Lokomotif Kereta Buatan Indonesia"
572,"Positive","Mudahkan TKI Bayar Iuran, BPJS Ketenagakerjaan Gandeng CIMB Niaga"
573,"Positive","Mobil Pedesaan akan Pakai Mesin Toyota dan Daihatsu"
574,"Positive","Proyek Pengembangan Bandara Nabire Rampung Akhir 2019"
575,"Positive","Menteri Basuki Buka Festival Tol Ngawi-Kertosono"
576,"Negative","Pakaian Bekas Impor Dalam Angka-angka"
577,"Negative","Pakaian Bekas Impor Dalam Angka-angka"
578,"Negative","Kapal Cantrang Boleh Melaut Lagi"
579,"Negative","Polling detikFinance soal Tiket Kereta Bandara Naik: 84% Tidak Perlu"
580,"Positive","Struktur Utama Gedung BEI Dipastikan Aman"
581,"Positive","Flyover Pancoran Sudah Dibuka Walau Belum Kantongi Sertifikat"
582,"Negative","Rel Mati Cianjur-Padalarang dan Rangkasbitung-Lebak akan Diaktifkan"
583,"Negative","RI Kritik Keras AS, Ancam Setop Impor Kedelai"
584,"Negative","Investasi Bodong Masih Merajalela, Ini Daftarnya"
585,"Positive","8 Kereta Api Cepat di Indonesia"
586,"Positive","Yuk, Siapkan Dana Pendidikan Anak Sejak Dini"
587,"Positive","Aliando Selesai Bertemu Perwakilan Istana, Ini Hasilnya"
588,"Positive","CNBC Indonesia Resmi Diluncurkan Hari Ini"
589,"Negative","Karyawan Bank Menyusut, BRI: Ini Faktor Alami"
590,"Positive","Semen Indonesia Terbitkan Obligasi Rp 8 Triliun"
591,"Negative","Belum Bayar Gaji Mantan Pegawai, Sevel Dituding Ingkar Janji"
592,"Negative","Jelang Imlek, Jeruk Mandarin 'Menghilang' di Pasaran"
593,"Negative","Rencana Satu Tarif Tol JORR Masih Terus Dihitung"
594,"Negative","Industri Ritel Lesu, Sarinah Siapkan Toko Online"
595,"Negative","Ada Gerbang Pembayaran Nasional, Bagaimana Kesiapan Bank?"
596,"Positive","72,9% Penduduk RI Sudah Jadi Peserta BPJS Kesehatan"
597,"Positive","Ini Dia Ide Tol Laut ala Jokowi"
598,"Positive","20 Proyek Strategis Jokowi Rp 33 Triliun Rampung"
599,"Positive","CT Corp Gandeng Perusahaan Asuransi Jiwa Terbesar Dunia"
600,"Positive","72,9% Penduduk RI Sudah Jadi Peserta BPJS Kesehatan"
601,"Positive","Mulai Dekati Kampung Melayu, Begini Progres Tol Becakayu"
602,"Negative","Harga Bawang Merah Anjlok, Petani: Dibeli Rp 7.000/Kg"
603,"Positive","Go-Jek Mau Jual Sahamnya di Bursa Beberapa Tahun Lagi"
604,"Positive","Cara Jokowi Agar Rakyat Perbatasan Rasakan Kehadiran Negara"
605,"Negative","Ibu Kota Indonesia Mau Pindah? Ini Tanggapan 3 Tokoh Ekonomi"
606,"Positive","Belanja Produk Internasional Sekarang Makin Gampang, Begini Caranya"
607,"Negative","Dana Asing Rp 11 T Hengkang Awal Juli, BI: Masih Cukup Aman"
608,"Positive","Trimegah Sekuritas Bidik Penjaminan Emisi Obligasi Rp 6 Triliun"
609,"Positive","Liburan Hingga Pilkada Dorong Ekonomi RI Tumbuh 5,01%"
610,"Positive","Permudah Akses ke Danau Toba, Sumut Bangun Pelabuhan Internasional"
611,"Positive","Baju Koko Mirip Black Panther Dijual di Tanah Abang, Berapa Harganya?"
612,"Positive","Pindad Mulai Produksi Medium Tank di 2018, TNI Pesan 100 Unit"
613,"Positive","Tuna Jadi Andalan Aceh, Hasil Tangkapannya 2.459 Ton/Tahun"
614,"Positive","Diskon Brand Nike dan Levi's dari Bank Mega di BigBang Jakarta"
615,"Negative","Alasan Investasi LRT Jabodebek Turun dari Rp 31 T Jadi Rp 29,9 T"
616,"Positive","Paparkan Kinerja 2017, Kemenkop Imbau Hati-hati Investasi Bodong"
617,"Negative","Ada Tol Laut Harga Daging Masih Mahal, Rumah Potong: Pasokan Kurang"
618,"Positive","Diskon Brand Nike dan Levi's dari Bank Mega di BigBang Jakarta"
619,"Positive","Jualan Parsel Selama Ramadan Bisa Raup Omzet Hingga Rp 60 Juta"
620,"Negative","Balada Utang Rp 44 Triliun Milik Tambang Bakrie"
621,"Negative","Duterte Bakal Tembak Langsung Pencuri Ikan di Laut Filipina"
622,"Positive","Ini Pesawat Jet Pribadi Favorit Pengusaha Hingga Politikus RI"
623,"Negative","Debenhams dan Lotus Tutup, MAP Kembangkan Toko Online"
624,"Positive","BI Masih Proses Isi Ulang e-Money di Satu Mesin untuk Semua Kartu"
625,"Negative","Harga Telur Ayam Turun Tipis Jadi Rp 25.000/Kg"
626,"Positive","3 Menteri Jokowi Resmikan Pembangunan Rusun di Atas Stasiun"
627,"Positive","Ini Dia Kereta 'Peluru' Tercepat di Dunia"
628,"Positive","Mengenang Bob Sadino, Pengusaha Nyentrik Bercelana Pendek"
629,"Positive","25.000 Ton Garam Impor Masuk RI, Berapa Harga di Pasar?"
630,"Positive","Tol Lingkar Luar Bogor Seksi II B Dikebut, Ini Progresnya"
631,"Positive","Sri Mulyani Video Conference dengan Kanwil se-Indonesia, Ini yang Dibahas"
632,"Positive","Gaji PNS dari Tahun ke Tahun, Pernah Rp 12 Ribu/Bulan"
633,"Positive","Mengintip Stasiun Kereta Bandara Pertama RI Medan-Kuala Namu"
634,"Negative","Selain Melon Australia, RI Juga Pernah Terancam Apel Berbakteri AS"
635,"Positive","Ini Cara Jokowi Tingkatkan Kualitas Tenaga Kerja di Era Digital"
636,"Positive","Multifungsi, Pesawat Amfibi PTDI Bisa Angkut Penumpang Hingga Kargo"
637,"Negative","Kisah Tambang Grup Bakrie Cari Cara Bayar Utang Triliunan"
638,"Positive","Ini 3 Menteri Pengelola Dana Infrastruktur Terbesar Sepanjang Sejarah"
639,"Negative","Ada PHK Gara-gara Non Tunai? Ini Jawaban Operator Tol"
640,"Positive","Pemerintah Perlu Bikin Aturan Soal Kualitas dan Harga Beras"
641,"Negative","Jokowi Pamer Hunian Pekerja di Tangerang Selatan DP 1%"
642,"Positive","Ingin Hidup Lebih Baik? Pindah ke Negara Ini (1)"
643,"Positive","Pemerintah Perlu Pisahkan Ibu Kota dan Pusat Bisnis"
644,"Positive","Jajal Kereta Bandara, Jonan: Irit BBM, Irit Waktu, Irit Polusi"
645,"Positive","Electronic City Bangun Pusat Distribusi Baru Rp 100 M di Bogor"
646,"Positive","Jokowi: WIKA akan Cek Potensi Proyek Perumahan di Niger"
647,"Positive","5.500 Ton Beras dari Thailand Masuk RI Pekan Ini"
648,"Negative","JK: Kalau 1-2 Hari Harga Beras Masih Naik, Opsi Impor Terbuka"
649,"Positive","Batam Butuh Rp 91 Triliun Bangun 7 Infrastruktur Termasuk LRT"
650,"Positive","Menengok Jet Pribadi Punya Salah Satu Orang Terkaya Indonesia"
651,"Positive","Rekomendasi Analis Atas Saham-saham Bakrie yang Mulai Bangkit"
652,"Positive","Pelindo II: Dwell Time di Pelabuhan Priok Membaik, Sudah 3,4 Hari"
653,"Negative","Harga Beras Melonjak, di Jayapura Paling Mahal"
654,"Negative","Momen Terburuk Bagi Orang-orang Tajir di 2014 (2)"
655,"Positive","Satu Lagi Perusahaan Hary Tanoe Masuk Bursa, Bidik Rp 1 Triliun"
656,"Positive","Heboh VietJet Air, Rute Mana yang Pramugarinya Pakai Bikini?"
657,"Negative","Sri Mulyani ke Amerika, Menperin Gantikan Rapat di DPR"
658,"Positive","Jabar Rogoh Rp 120 M Bebaskan Lahan Tol Cipali-Bandara Kertajati"
